"","Season","Age","Tm","Lg","Pos","G","MP","PER","TSPerc","3PAr","FTr","ORBPerc","DRBPerc","TRBPerc","ASTPerc","STLPerc","BLKPerc","TOVPerc","USGPerc","OWS","DWS","WS","WSPer48","OBPM","DBPM","BPM","VORP","PlayerName","DraftYear","DraftPos"
"7403","2009-10",24,"TOT","NBA","SF",51,307,3.8,0.345,0,0.135,8.5,21.3,14.8,5.1,0.8,1,23.6,10.6,-0.5,0.3,-0.2,-0.038,-5.7,-0.5,-6.2,-0.3,"Dominic McGuire","2007",47
"7404","2009-10",24,"WAS","NBA","SF",41,240,4.2,0.355,0,0.125,8,21.4,14.6,4.8,0.9,1,19.2,9.9,-0.3,0.2,-0.1,-0.015,-5.6,-0.3,-5.9,-0.2,"Dominic McGuire","2007",47
"7405","2009-10",24,"SAC","NBA","SF",10,67,2.4,0.311,0,0.167,10.1,20.8,15.4,6.1,0.8,1.1,35.2,13.1,-0.2,0,-0.2,-0.122,-6.1,-1.3,-7.4,-0.1,"Dominic McGuire","2007",47
"7406","2010-11",25,"CHA","NBA","SF",52,760,10.4,0.437,0.011,0.214,10,21.8,15.9,9,0.7,3.5,11.2,13.8,0.1,0.9,0.9,0.059,-3.3,0.3,-2.9,-0.2,"Dominic McGuire","2007",47
"7407","2011-12",26,"GSW","NBA","PF",64,1127,11.8,0.486,0.019,0.252,7.4,17.4,12.4,14,2,2.5,19.4,11.8,0.6,0.9,1.5,0.062,-1.8,1,-0.8,0.3,"Dominic McGuire","2007",47
"7408","2012-13",27,"TOT","NBA","SF",26,387,7.7,0.422,0,0.179,5.7,18.4,12,7.5,1.8,2.3,16.6,8.7,-0.1,0.4,0.3,0.035,-3.7,1.3,-2.3,0,"Dominic McGuire","2007",47
"7409","2012-13",27,"TOR","NBA","SF",15,230,7.5,0.462,0,0.188,5.6,19.5,12.4,6.4,1.2,2.8,16.8,8.4,0,0.2,0.2,0.045,-3.8,1,-2.8,0,"Dominic McGuire","2007",47
"7410","2012-13",27,"NOH","NBA","SF",9,145,9.1,0.434,0,0.095,5.7,17.6,11.5,9.1,3,1.7,18.6,8.6,0,0.1,0.1,0.043,-3.1,2.5,-0.6,0,"Dominic McGuire","2007",47
"7411","2012-13",27,"IND","NBA","SF",2,12,-6,0,0,0.667,9.5,9.1,9.3,11.5,0,0,0,14.7,-0.1,0,-0.1,-0.239,-9.1,-5.1,-14.2,0,"Dominic McGuire","2007",47
"7412","Career",NA,"","NBA","",342,5348,9.8,0.454,0.017,0.262,7.4,18.4,12.8,11.5,1.5,2.8,19,11,-0.1,4.2,4.1,0.037,-2.7,0.6,-2.1,-0.1,"Dominic McGuire","2007",47
"7413","3 seasons",NA,"WAS","NBA","",190,3007,9.3,0.453,0.021,0.298,7,17.8,12.2,11.8,1.5,2.8,21.2,10.2,-0.5,2.1,1.6,0.025,-2.7,0.5,-2.2,-0.2,"Dominic McGuire","2007",47
"7414","1 season",NA,"GSW","NBA","",64,1127,11.8,0.486,0.019,0.252,7.4,17.4,12.4,14,2,2.5,19.4,11.8,0.6,0.9,1.5,0.062,-1.8,1,-0.8,0.3,"Dominic McGuire","2007",47
"7415","1 season",NA,"CHA","NBA","",52,760,10.4,0.437,0.011,0.214,10,21.8,15.9,9,0.7,3.5,11.2,13.8,0.1,0.9,0.9,0.059,-3.3,0.3,-2.9,-0.2,"Dominic McGuire","2007",47
"7416","1 season",NA,"TOR","NBA","",15,230,7.5,0.462,0,0.188,5.6,19.5,12.4,6.4,1.2,2.8,16.8,8.4,0,0.2,0.2,0.045,-3.8,1,-2.8,0,"Dominic McGuire","2007",47
"7417","1 season",NA,"SAC","NBA","",10,67,2.4,0.311,0,0.167,10.1,20.8,15.4,6.1,0.8,1.1,35.2,13.1,-0.2,0,-0.2,-0.122,-6.1,-1.3,-7.4,-0.1,"Dominic McGuire","2007",47
"7418","1 season",NA,"NOH","NBA","",9,145,9.1,0.434,0,0.095,5.7,17.6,11.5,9.1,3,1.7,18.6,8.6,0,0.1,0.1,0.043,-3.1,2.5,-0.6,0,"Dominic McGuire","2007",47
"7419","1 season",NA,"IND","NBA","",2,12,-6,0,0,0.667,9.5,9.1,9.3,11.5,0,0,0,14.7,-0.1,0,-0.1,-0.239,-9.1,-5.1,-14.2,0,"Dominic McGuire","2007",47
"7420","2008-09",24,"MEM","NBA","C",82,2521,16.7,0.59,0.002,0.567,9.6,20,14.7,9.7,1.3,2.9,16.6,18.3,3.7,2.7,6.4,0.121,-0.3,0.2,-0.1,1.2,"Marc Gasol","2007",48
"7421","2009-10",25,"MEM","NBA","C",69,2469,19.3,0.617,0.002,0.578,9.8,20.5,15.1,10.2,1.4,3.4,14.2,16.9,5.9,2.5,8.4,0.164,1.8,1.1,2.8,3,"Marc Gasol","2007",48
"7422","2010-11",26,"MEM","NBA","C",81,2586,16.8,0.58,0.01,0.425,7.1,19.4,13.1,11.6,1.5,4.3,15.1,16.9,4,3.9,7.9,0.146,0.3,2,2.3,2.8,"Marc Gasol","2007",48
"7423","2011-12",27,"MEM","NBA","C",65,2370,18.4,0.541,0.016,0.428,5.8,23.1,14.3,14.1,1.4,4.1,12.1,19.1,4.2,4,8.2,0.166,1,2.1,3.1,3.1,"Marc Gasol","2007",48
"7424","2012-13",28,"MEM","NBA","C",80,2796,19.5,0.559,0.016,0.364,7.6,18.9,13.1,19.1,1.6,4.1,13.5,19.2,6.1,5.4,11.5,0.197,2.1,3.1,5.2,5.1,"Marc Gasol","2007",48
"7425","2013-14",29,"MEM","NBA","C",59,1970,18.2,0.526,0.015,0.339,5,20.5,12.7,17.7,1.6,3.2,12,21.7,2.6,3.1,5.6,0.137,1.1,2,3,2.5,"Marc Gasol","2007",48
"7426","2014-15",30,"MEM","NBA","C",81,2687,21.7,0.558,0.016,0.41,4.9,21.8,13.4,19.7,1.4,4,12.2,24.6,5.5,4.7,10.2,0.182,2.7,2.4,5.1,4.8,"Marc Gasol","2007",48
"7427","2015-16",31,"MEM","NBA","C",52,1791,17.7,0.528,0.004,0.347,3.5,20.2,11.5,18.9,1.4,3.6,12.7,23.4,1.8,1.9,3.7,0.098,0.8,0.9,1.7,1.7,"Marc Gasol","2007",48
"7428","2016-17",32,"MEM","NBA","C",74,2531,20.3,0.554,0.231,0.286,2.6,18.8,10.5,24.8,1.4,3.7,11.3,26.4,4.2,3.5,7.7,0.145,3.8,1.4,5.2,4.6,"Marc Gasol","2007",48
"7429","2017-18",33,"MEM","NBA","C",73,2408,17.4,0.532,0.31,0.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,1.5,2.6,4,0.08,1.7,0.6,2.3,2.7,"Marc Gasol","2007",48
"7430","2018-19",34,"TOT","NBA","C",79,2436,16.7,0.546,0.314,0.291,3.6,25.1,14.3,22.2,1.7,3.2,13.6,20.7,2,4,6,0.118,0.8,2.3,3.1,3.1,"Marc Gasol","2007",48
"7431","2018-19",34,"MEM","NBA","C",53,1788,16.9,0.541,0.324,0.294,3.5,25.5,14.3,22.6,1.7,3.3,13.4,22.3,1,2.8,3.9,0.104,1.1,2.1,3.2,2.3,"Marc Gasol","2007",48
"7432","2018-19",34,"TOR","NBA","C",26,648,16,0.565,0.278,0.278,4.1,24,14.3,21.2,1.8,2.9,14.6,16.3,0.9,1.2,2.1,0.157,0.1,2.8,2.9,0.8,"Marc Gasol","2007",48
"7433","2019-20",35,"TOR","NBA","C",44,1161,11.8,0.551,0.53,0.176,2.9,21.7,12.5,17.3,1.4,3.2,16.4,13.2,0.8,2.2,3,0.124,-1.2,2.8,1.6,1.1,"Marc Gasol","2007",48
"7434","2020-21",36,"LAL","NBA","C",52,993,12.2,0.606,0.629,0.258,4.3,19.9,12.2,14.7,1.3,5.2,19.7,11.8,0.8,1.9,2.8,0.133,-1.4,3.7,2.3,1.1,"Marc Gasol","2007",48
"7435","Career",NA,"","NBA","",891,28719,18,0.557,0.124,0.376,5.7,21.2,13.3,17.1,1.4,3.7,13.5,20.5,42.9,42.4,85.3,0.143,1.3,1.8,3.1,36.5,"Marc Gasol","2007",48
"7436","11 seasons",NA,"MEM","NBA","",769,25917,18.5,0.556,0.097,0.387,5.9,21.1,13.4,17.1,1.4,3.7,13.3,21.2,40.3,37.1,77.4,0.143,1.5,1.6,3.2,33.6,"Marc Gasol","2007",48
"7437","2 seasons",NA,"TOR","NBA","",70,1809,13.3,0.556,0.429,0.217,3.3,22.5,13.2,18.7,1.5,3.1,15.7,14.3,1.7,3.4,5.1,0.136,-0.8,2.8,2,1.8,"Marc Gasol","2007",48
"7438","1 season",NA,"LAL","NBA","",52,993,12.2,0.606,0.629,0.258,4.3,19.9,12.2,14.7,1.3,5.2,19.7,11.8,0.8,1.9,2.8,0.133,-1.4,3.7,2.3,1.1,"Marc Gasol","2007",48
"7439","2007-08",23,"CHI","NBA","C",61,613,13.9,0.529,0.005,0.485,12.5,18.7,15.5,11.4,1.8,2,18.7,22,0.1,0.8,0.8,0.066,-3.6,0,-3.5,-0.2,"Aaron Gray","2007",49
"7440","2008-09",24,"CHI","NBA","C",56,715,11.5,0.508,0.006,0.353,13.5,21.7,17.6,9.6,1,1.8,17.2,14.5,0.5,0.8,1.3,0.086,-3.2,-0.1,-3.4,-0.2,"Aaron Gray","2007",49
"7441","2009-10",25,"TOT","NBA","C",32,311,16.6,0.551,0,0.341,16.7,23.1,19.8,10.6,1.5,2.7,16,16.4,0.5,0.4,0.9,0.142,-1.1,-0.2,-1.3,0.1,"Aaron Gray","2007",49
"7442","2009-10",25,"CHI","NBA","C",8,50,7,0.374,0,0.333,11.3,24.1,17.8,6.5,0,0,4,22.5,-0.1,0.1,0,-0.013,-5.5,-3.2,-8.7,-0.1,"Aaron Gray","2007",49
"7443","2009-10",25,"NOH","NBA","C",24,261,18.4,0.612,0,0.344,17.7,22.9,20.2,11.4,1.8,3.2,19.5,15.3,0.6,0.3,0.9,0.172,-0.3,0.4,0.1,0.1,"Aaron Gray","2007",49
"7444","2010-11",26,"NOH","NBA","C",41,531,11,0.566,0,0.343,13.4,25.8,19.6,4.7,1.1,1.9,21.9,13.1,0.3,0.8,1.1,0.1,-3.9,-0.2,-4,-0.3,"Aaron Gray","2007",49
"7445","2011-12",27,"TOR","NBA","C",49,813,11.1,0.526,0,0.292,12.1,28.3,20.3,5.5,1.5,1.7,21.9,13.5,0.1,1.3,1.4,0.082,-3.6,0.1,-3.5,-0.3,"Aaron Gray","2007",49
"7446","2012-13",28,"TOR","NBA","C",42,513,9,0.544,0,0.489,10.9,20,15.4,9.9,0.7,0.8,24.8,13.1,0.2,0.4,0.5,0.05,-3.9,-0.4,-4.3,-0.3,"Aaron Gray","2007",49
"7447","2013-14",29,"TOT","NBA","C",37,355,7.8,0.466,0.016,0.328,13.2,22.3,17.7,9.1,1.4,1.8,30.8,12.5,-0.3,0.4,0.1,0.016,-4.9,0.2,-4.7,-0.2,"Aaron Gray","2007",49
"7448","2013-14",29,"TOR","NBA","C",4,20,5.7,0.644,0,0.667,17.4,29.3,23.3,23.1,0,0,50.8,17.9,0,0,0,-0.007,-9.9,2.1,-7.8,0,"Aaron Gray","2007",49
"7449","2013-14",29,"SAC","NBA","C",33,335,7.9,0.455,0.017,0.31,13,21.8,17.4,8.2,1.5,1.9,29.1,12.2,-0.2,0.4,0.1,0.018,-4.6,0.1,-4.5,-0.2,"Aaron Gray","2007",49
"7450","Career",NA,"","NBA","",318,3851,11.5,0.528,0.003,0.383,12.9,23.1,18,8.4,1.3,1.8,20.8,15.1,1.4,4.8,6.2,0.077,-3.5,-0.1,-3.6,-1.5,"Aaron Gray","2007",49
"7451","3 seasons",NA,"CHI","NBA","",125,1378,12.4,0.512,0.005,0.421,13,20.4,16.7,10.3,1.3,1.9,17.4,18.1,0.5,1.7,2.1,0.074,-3.5,-0.2,-3.6,-0.6,"Aaron Gray","2007",49
"7452","3 seasons",NA,"TOR","NBA","",95,1346,10.2,0.534,0,0.366,11.7,25.1,18.5,7.4,1.2,1.3,23.6,13.4,0.3,1.7,1.9,0.069,-3.8,-0.1,-3.9,-0.6,"Aaron Gray","2007",49
"7453","2 seasons",NA,"NOH","NBA","",65,792,13.5,0.584,0,0.344,14.8,24.9,19.8,6.9,1.3,2.3,21,13.8,0.9,1.1,2,0.124,-2.7,0,-2.7,-0.1,"Aaron Gray","2007",49
"7454","1 season",NA,"SAC","NBA","",33,335,7.9,0.455,0.017,0.31,13,21.8,17.4,8.2,1.5,1.9,29.1,12.2,-0.2,0.4,0.1,0.018,-4.6,0.1,-4.5,-0.2,"Aaron Gray","2007",49
"7455","2009-10",24,"LAC","NBA","PG",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-6.4,-0.6,-7,0,"JamesOn Curry","2007",51
"7456","Career",NA,"","NBA","",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,"JamesOn Curry","2007",51
"7457","2007-08",21,"TOT","NBA","PG,SG",17,74,7,0.446,0.44,0.48,0,14.9,7.6,22.3,1.4,0,22.9,24.3,-0.2,0.1,-0.1,-0.066,-5.3,-2.2,-7.5,-0.1,"Taurean Green","2007",52
"7458","2007-08",21,"POR","NBA","PG",8,44,5.8,0.435,0.5,0.5,0,10.7,5.4,28.1,1.2,0,26.4,28.5,-0.1,0,-0.1,-0.125,-5,-2.8,-7.8,-0.1,"Taurean Green","2007",52
"7459","2007-08",21,"DEN","NBA","SG",9,30,8.8,0.465,0.333,0.444,0,21.2,10.8,13.6,1.6,0,15.7,18.1,0,0,0,0.02,-5.6,-1.4,-7.1,0,"Taurean Green","2007",52
"7460","Career",NA,"","NBA","",17,74,7,0.446,0.44,0.48,0,14.9,7.6,22.3,1.4,0,22.9,24.3,-0.2,0.1,-0.1,-0.066,-5.3,-2.2,-7.5,-0.1,"Taurean Green","2007",52
"7461","1 season",NA,"DEN","NBA","",9,30,8.8,0.465,0.333,0.444,0,21.2,10.8,13.6,1.6,0,15.7,18.1,0,0,0,0.02,-5.6,-1.4,-7.1,0,"Taurean Green","2007",52
"7462","1 season",NA,"POR","NBA","",8,44,5.8,0.435,0.5,0.5,0,10.7,5.4,28.1,1.2,0,26.4,28.5,-0.1,0,-0.1,-0.125,-5,-2.8,-7.8,-0.1,"Taurean Green","2007",52
"7463","2007-08",23,"TOT","NBA","SF",14,44,-1.9,0.326,0.565,0,0,13.3,6.4,3.9,0,5.3,14.8,27.4,-0.3,0,-0.2,-0.234,-8.6,-3.5,-12.1,-0.1,"Demetris Nichols","2007",53
"7464","2007-08",23,"CLE","NBA","SF",3,14,-20.8,0.125,0.375,0,0,8.4,4.1,0,0,0,20,32.4,-0.2,0,-0.2,-0.615,-18.5,-9.8,-28.3,-0.1,"Demetris Nichols","2007",53
"7465","2007-08",23,"CHI","NBA","SF",11,30,7,0.433,0.667,0,0,15.6,7.5,5.7,0,7.8,11.8,25.1,-0.1,0,0,-0.056,-4,-0.6,-4.6,0,"Demetris Nichols","2007",53
"7466","2008-09",24,"TOT","NBA","SF",4,14,8.8,0.354,0.222,0.222,0,16.2,7.8,12.2,0,5.2,0,31,0,0,0,-0.108,-3,-1.8,-4.8,0,"Demetris Nichols","2007",53
"7467","2008-09",24,"CHI","NBA","SF",2,5,-3.5,0.25,0.25,0,0,0,0,34.2,0,0,0,35.7,0,0,0,-0.283,-8.2,-3.1,-11.3,0,"Demetris Nichols","2007",53
"7468","2008-09",24,"NYK","NBA","SF",2,9,15.7,0.425,0.2,0.4,0,25.2,12.2,0,0,8.1,0,28.4,0,0,0,-0.01,-0.1,-1.1,-1.2,0,"Demetris Nichols","2007",53
"7469","Career",NA,"","NBA","",18,58,0.7,0.335,0.469,0.063,0,14,6.8,5.9,0,5.3,10.8,28.3,-0.3,0.1,-0.2,-0.203,-7.3,-3.1,-10.3,-0.1,"Demetris Nichols","2007",53
"7470","2 seasons",NA,"CHI","NBA","",13,35,5.5,0.395,0.579,0,0,13.3,6.4,9.8,0,6.7,9.5,26.6,-0.1,0,-0.1,-0.088,-4.6,-0.9,-5.5,0,"Demetris Nichols","2007",53
"7471","1 season",NA,"CLE","NBA","",3,14,-20.8,0.125,0.375,0,0,8.4,4.1,0,0,0,20,32.4,-0.2,0,-0.2,-0.615,-18.5,-9.8,-28.3,-0.1,"Demetris Nichols","2007",53
"7472","1 season",NA,"NYK","NBA","",2,9,15.7,0.425,0.2,0.4,0,25.2,12.2,0,0,8.1,0,28.4,0,0,0,-0.01,-0.1,-1.1,-1.2,0,"Demetris Nichols","2007",53
"7473","2007-08",21,"MIL","NBA","PG",17,450,16.2,0.507,0.06,0.35,2,13.6,7.6,43.5,2,0.5,21,17.1,0.5,0.2,0.7,0.077,0.2,-1.2,-1,0.1,"Ramon Sessions","2007",56
"7474","2008-09",22,"MIL","NBA","PG",79,2173,17.6,0.525,0.044,0.457,3.3,11.7,7.3,34.6,2,0.3,14,22.4,3.5,2.1,5.6,0.123,1.4,0.1,1.6,1.9,"Ramon Sessions","2007",56
"7475","2009-10",23,"MIN","NBA","PG",82,1732,12.9,0.513,0.027,0.42,3.7,10.3,6.9,23.3,1.6,0.2,17.2,19.9,0.5,0.6,1.1,0.031,-1.8,-1.2,-3,-0.4,"Ramon Sessions","2007",56
"7476","2010-11",24,"CLE","NBA","PG",81,2133,19,0.559,0.019,0.545,2.4,11.6,6.9,35,1.5,0.3,15.6,24.2,3.8,0.6,4.4,0.099,1.8,-1.4,0.3,1.3,"Ramon Sessions","2007",56
"7477","2011-12",25,"TOT","NBA","PG",64,1707,16.7,0.535,0.172,0.439,2.2,12,7.1,35.5,1.4,0.1,17.3,21.6,2.9,0.8,3.7,0.104,1,-1.4,-0.4,0.7,"Ramon Sessions","2007",56
"7478","2011-12",25,"CLE","NBA","PG",41,1006,16.4,0.514,0.175,0.415,2.1,12.7,7.2,37.1,1.4,0.1,16.4,22.4,1.5,0.3,1.8,0.085,1,-1.6,-0.6,0.4,"Ramon Sessions","2007",56
"7479","2011-12",25,"LAL","NBA","PG",23,701,17.3,0.57,0.166,0.479,2.3,11.1,6.9,33.1,1.3,0.2,18.8,20.5,1.4,0.5,1.9,0.131,1,-1.1,-0.1,0.3,"Ramon Sessions","2007",56
"7480","2012-13",26,"CHA","NBA","SG",61,1652,17.7,0.529,0.158,0.513,1.8,10.1,5.9,25.5,1.5,0.3,11.2,25.7,2.9,0,2.9,0.084,1.6,-2,-0.4,0.7,"Ramon Sessions","2007",56
"7481","2013-14",27,"TOT","NBA","PG",83,2214,16,0.539,0.161,0.525,1.9,8.6,5.2,25.7,1.2,0.3,13.5,22.7,3.1,1.2,4.3,0.094,0.7,-1.5,-0.8,0.7,"Ramon Sessions","2007",56
"7482","2013-14",27,"CHA","NBA","PG",55,1305,14.6,0.509,0.146,0.503,1.9,8.3,5.1,26.2,1.3,0.4,14.1,23.4,0.8,1.3,2,0.075,-0.5,-0.7,-1.3,0.2,"Ramon Sessions","2007",56
"7483","2013-14",27,"MIL","NBA","PG",28,909,18,0.585,0.184,0.559,2,9.1,5.4,25.1,0.9,0.3,12.7,21.6,2.4,-0.1,2.3,0.121,2.4,-2.5,-0.1,0.4,"Ramon Sessions","2007",56
"7484","2014-15",28,"TOT","NBA","PG",64,1188,11.1,0.49,0.18,0.518,2.3,11.2,6.9,23,1.2,0,17.3,18.7,0.4,0.7,1.1,0.044,-1.8,-0.9,-2.7,-0.2,"Ramon Sessions","2007",56
"7485","2014-15",28,"SAC","NBA","PG",36,642,8.1,0.442,0.153,0.481,2.4,9.6,6.1,22.7,1,0,18.7,18.7,-0.4,0.1,-0.3,-0.025,-3.2,-1.9,-5.1,-0.5,"Ramon Sessions","2007",56
"7486","2014-15",28,"WAS","NBA","PG",28,546,14.7,0.547,0.212,0.563,2.1,13.1,7.7,23.4,1.5,0,15.7,18.6,0.8,0.6,1.4,0.125,-0.2,0.3,0.1,0.3,"Ramon Sessions","2007",56
"7487","2015-16",29,"WAS","NBA","PG",82,1667,15.9,0.565,0.188,0.478,1.6,12.2,6.8,22,1.3,0.2,13.8,21.8,2.5,1.3,3.8,0.109,0.2,-0.5,-0.3,0.7,"Ramon Sessions","2007",56
"7488","2016-17",30,"CHO","NBA","PG",50,811,12.4,0.495,0.236,0.449,1.5,8.5,4.9,24.2,1.7,0.3,12.7,20.1,0.3,0.6,0.9,0.055,-2,-0.4,-2.4,-0.1,"Ramon Sessions","2007",56
"7489","2017-18",31,"TOT","NBA","PG",28,392,11.2,0.479,0.222,0.487,1.7,9.1,5.4,27.2,1.8,0.4,17.4,19.3,0.1,0.3,0.3,0.039,-2.3,-0.9,-3.2,-0.1,"Ramon Sessions","2007",56
"7490","2017-18",31,"NYK","NBA","PG",13,167,6.2,0.403,0.208,0.283,0.7,11.2,6,21.9,2.1,0.5,20.1,19.5,-0.3,0.1,-0.2,-0.065,-5.3,0,-5.4,-0.1,"Ramon Sessions","2007",56
"7491","2017-18",31,"WAS","NBA","PG",15,225,14.9,0.533,0.234,0.656,2.5,7.5,5,31.1,1.5,0.4,15.4,19.1,0.4,0.1,0.5,0.116,-0.1,-1.5,-1.6,0,"Ramon Sessions","2007",56
"7492","Career",NA,"","NBA","",691,16119,15.9,0.531,0.119,0.484,2.4,10.8,6.5,28.8,1.5,0.3,14.9,22,20.5,8.3,28.8,0.086,0.3,-1,-0.7,5.2,"Ramon Sessions","2007",56
"7493","3 seasons",NA,"CHA,CHO","NBA","",166,3768,15.5,0.516,0.169,0.498,1.8,9.1,5.4,25.5,1.5,0.3,12.4,23.7,4,1.9,5.9,0.075,0.1,-1.2,-1.1,0.8,"Ramon Sessions","2007",56
"7494","3 seasons",NA,"WAS","NBA","",125,2438,15.5,0.559,0.196,0.508,1.8,12,6.9,23.2,1.4,0.2,14.3,20.8,3.7,2,5.7,0.113,0.1,-0.4,-0.3,1,"Ramon Sessions","2007",56
"7495","3 seasons",NA,"MIL","NBA","",124,3532,17.5,0.539,0.081,0.472,2.8,11.3,6.9,33.3,1.7,0.3,14.4,21.5,6.4,2.2,8.6,0.117,1.5,-0.7,0.8,2.5,"Ramon Sessions","2007",56
"7496","2 seasons",NA,"CLE","NBA","",122,3139,18.1,0.545,0.068,0.504,2.3,11.9,7,35.7,1.4,0.2,15.8,23.6,5.4,0.8,6.2,0.095,1.5,-1.5,0,1.6,"Ramon Sessions","2007",56
"7497","1 season",NA,"MIN","NBA","",82,1732,12.9,0.513,0.027,0.42,3.7,10.3,6.9,23.3,1.6,0.2,17.2,19.9,0.5,0.6,1.1,0.031,-1.8,-1.2,-3,-0.4,"Ramon Sessions","2007",56
"7498","1 season",NA,"SAC","NBA","",36,642,8.1,0.442,0.153,0.481,2.4,9.6,6.1,22.7,1,0,18.7,18.7,-0.4,0.1,-0.3,-0.025,-3.2,-1.9,-5.1,-0.5,"Ramon Sessions","2007",56
"7499","1 season",NA,"LAL","NBA","",23,701,17.3,0.57,0.166,0.479,2.3,11.1,6.9,33.1,1.3,0.2,18.8,20.5,1.4,0.5,1.9,0.131,1,-1.1,-0.1,0.3,"Ramon Sessions","2007",56
"7500","1 season",NA,"NYK","NBA","",13,167,6.2,0.403,0.208,0.283,0.7,11.2,6,21.9,2.1,0.5,20.1,19.5,-0.3,0.1,-0.2,-0.065,-5.3,0,-5.4,-0.1,"Ramon Sessions","2007",56
"7501","2007-08",22,"PHO","NBA","SG",33,270,6.2,0.364,0.272,0.207,4.1,7.4,5.9,14.8,2.2,1.5,9.9,18.5,-0.4,0.2,-0.2,-0.031,-5.9,0.3,-5.6,-0.2,"D.J. Strawberry","2007",59
"7502","Career",NA,"","NBA","",33,270,6.2,0.364,0.272,0.207,4.1,7.4,5.9,14.8,2.2,1.5,9.9,18.5,-0.4,0.2,-0.2,-0.031,-5.9,0.3,-5.6,-0.2,"D.J. Strawberry","2007",59
"7503","2006-07",21,"TOR","NBA","PF",65,1629,12.8,0.546,0.429,0.227,3.7,14.8,9.2,5.1,1,2.5,13.5,22.6,0.2,1.7,1.9,0.057,-1.1,-0.6,-1.8,0.1,"Andrea Bargnani","2006",1
"7504","2007-08",22,"TOR","NBA","PF",78,1861,10.6,0.495,0.36,0.233,3.2,15.2,9.2,7.4,0.7,1.6,9.9,22.5,-0.3,1.6,1.4,0.036,-2.5,-1.2,-3.7,-0.8,"Andrea Bargnani","2006",1
"7505","2008-09",23,"TOR","NBA","PF",78,2453,14.6,0.559,0.304,0.278,3.4,16.4,10,6.4,0.7,3.1,11.2,22.7,1.8,2,3.9,0.076,-0.1,-0.7,-0.8,0.7,"Andrea Bargnani","2006",1
"7506","2009-10",24,"TOR","NBA","PF",80,2799,15.5,0.552,0.284,0.205,4.6,15.9,10.4,5.4,0.5,3,8.8,22.3,3.3,0.9,4.2,0.072,0.9,-1.7,-0.8,0.9,"Andrea Bargnani","2006",1
"7507","2010-11",25,"TOR","NBA","C",66,2353,16.4,0.533,0.19,0.298,3.6,13.9,8.6,8.8,0.7,1.5,10.3,28.2,2.2,0.3,2.5,0.052,1.2,-2.6,-1.4,0.4,"Andrea Bargnani","2006",1
"7508","2011-12",26,"TOR","NBA","C",31,1032,17.9,0.538,0.238,0.357,2.8,16.6,9.8,11.6,0.9,1.2,11,28.7,1.3,0.9,2.2,0.104,2.4,-1.3,1.1,0.8,"Andrea Bargnani","2006",1
"7509","2012-13",27,"TOR","NBA","PF",35,1003,11.2,0.482,0.289,0.181,3,12.3,7.6,6.6,1.1,1.8,10.5,23.8,-0.5,0.6,0.1,0.007,-1.1,-1.6,-2.7,-0.2,"Andrea Bargnani","2006",1
"7510","2013-14",28,"NYK","NBA","C",42,1257,14.5,0.51,0.215,0.203,6.3,14.7,10.4,6.1,0.6,3.7,9.6,22.4,0.8,0.7,1.5,0.058,-0.7,-1.6,-2.3,-0.1,"Andrea Bargnani","2006",1
"7511","2014-15",29,"NYK","NBA","C",29,785,16.6,0.527,0.114,0.296,4.6,14.4,9.3,11.3,0.1,2.9,9.3,26.4,0.8,0.2,0.9,0.058,1.1,-2.2,-1.1,0.2,"Andrea Bargnani","2006",1
"7512","2015-16",30,"BRK","NBA","C",46,634,11.8,0.5,0.057,0.204,4.9,12.4,8.6,4.8,0.3,1.1,7.9,23.2,0.1,0,0.2,0.013,-2.6,-2.6,-5.1,-0.5,"Andrea Bargnani","2006",1
"7513","Career",NA,"","NBA","",550,15806,14.4,0.531,0.265,0.251,3.9,15,9.5,7.1,0.7,2.4,10.3,24,9.8,9.1,18.9,0.057,-0.1,-1.5,-1.6,1.5,"Andrea Bargnani","2006",1
"7514","7 seasons",NA,"TOR","NBA","",433,13130,14.3,0.535,0.29,0.255,3.6,15.2,9.4,7,0.7,2.3,10.5,24.1,8.1,8.2,16.3,0.059,0,-1.4,-1.4,1.9,"Andrea Bargnani","2006",1
"7515","2 seasons",NA,"NYK","NBA","",71,2042,15.3,0.517,0.173,0.242,5.6,14.6,10,8.1,0.4,3.4,9.5,23.9,1.6,0.9,2.5,0.058,0,-1.8,-1.8,0.1,"Andrea Bargnani","2006",1
"7516","1 season",NA,"BRK","NBA","",46,634,11.8,0.5,0.057,0.204,4.9,12.4,8.6,4.8,0.3,1.1,7.9,23.2,0.1,0,0.2,0.013,-2.6,-2.6,-5.1,-0.5,"Andrea Bargnani","2006",1
"7517","2006-07",21,"POR","NBA","C",63,1392,17.1,0.533,0.004,0.24,12.6,15.3,13.9,3.2,0.9,4.2,7.5,19.3,2.5,1,3.4,0.118,-0.4,-1,-1.4,0.2,"LaMarcus Aldridge","2006",2
"7518","2007-08",22,"POR","NBA","PF",76,2649,18.5,0.523,0.006,0.257,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,3.5,2.8,6.2,0.113,0.6,-0.4,0.2,1.5,"LaMarcus Aldridge","2006",2
